_name,GOG Delta Cash no-beta,GOG Cash Gamma (USD),Vega curr. global,Theta curr. global,GOG IR01 (USD),GOG CR01 (USD),GOG PV10% Risky,GOG VoD0 (USD),GOG RR01 (USD),Issuer,Number of securities,Asset Value curr. global,Strike,Underlying Spot,Delta,Delta Cash,FX Rate,GOG FX,FX Delta,TYPESICO,Notional (bonds),Notional (swaps),Clearing ID,Contract size,Instrument type,GOG Instrument Name,Epsilon curr. global,Weighted Vega,Beta,GOG CB Premium (USD),Delta curr. global,Delta long,Delta short,Vega long,Vega short,REF:RIC,GOG_IT Portfolio/Position Code,SMOBook,Allotment,Currency,Nominal,GOG MARK (DLY),Underlying Currency,Instrument code,Folio Path (SLOW!!)
Repsol SA,,,,-31.52,9.09,699.65,,"7,014,988.22",,REPSOL SA,1.00,"-101,156.60",,,,,1.15,0.87,,,0.00,"6,000,000.00",,"60,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"157,945.00",ACTHG003,CDS,EUR,"6,000,000.00",-1.38,,69129509,/1/11455/11457/11460/17097/17395
Repsol SA,,,,26.05,-15.21,-932.00,,"-5,878,265.61",,REPSOL SA,-1.00,"116,729.12",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"157,946.00",ACTHG003,CDS,EUR,"-5,000,000.00",-1.94,,69129510,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,202.86,-168.99,"-1,953.34",,"-12,793,416.32",,Ardagh Packaging Finance PLC,-1.00,"1,270,019.36",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"158,414.00",ACTHG003,CDS,EUR,"-10,000,000.00",-10.62,,69133132,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,-307.20,27.72,754.97,,"19,085,352.86",,Ardagh Packaging Finance PLC,1.00,"-648,350.21",,,,,1.15,0.87,,,0.00,"16,000,000.00",,"160,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"158,415.00",ACTHG003,CDS,EUR,"16,000,000.00",-3.11,,69133133,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,59.63,-128.95,"-1,193.52",,"-6,568,610.71",,Anglo Amern plc,-0.20,"806,858.51",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"250,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"158,870.00",ACTHG003,CDS,EUR,"-5,000,000.00",-13.60,,69136967,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,"-1,226.04",155.17,"2,999.84",,"43,750,402.49",,SFR Group SA,1.00,"-2,266,893.93",,,,,1.15,0.87,,,0.00,"36,000,000.00",,"360,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"158,871.00",ACTHG003,CDS,EUR,"36,000,000.00",-5.06,,69136970,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,890.67,-390.15,"-5,530.61",,"-31,614,356.79",,SFR Group SA,-1.00,"2,805,979.73",,,,,1.15,0.87,,,0.00,"-25,000,000.00",,"250,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"158,872.00",ACTHG003,CDS,EUR,"-25,000,000.00",-9.33,,69136971,/1/11455/11457/11460/17097/17395
Repsol SA,,,,46.72,-34.94,"-1,990.06",,"-10,604,527.66",,REPSOL SA,-1.00,"233,754.59",,,,,1.15,0.87,,,0.00,"-9,000,000.00",,"90,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,369.00",ACTHG003,CDS,EUR,"-9,000,000.00",-2.17,,69139849,/1/11455/11457/11460/17097/17395
Repsol SA,,,,70.08,-52.41,"-2,985.09",,"-15,906,791.49",,REPSOL SA,-1.00,"350,631.89",,,,,1.15,0.87,,,0.00,"-13,500,000.00",,"135,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,370.00",ACTHG003,CDS,EUR,"-13,500,000.00",-2.17,,69140088,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,-798.47,556.28,"7,935.33",,"81,002,642.26",,ArcelorMittal,1.00,"-6,101,235.22",,,,,1.15,0.87,,,0.00,"65,000,000.00",,"650,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"159,372.00",ACTHG003,CDS,EUR,"65,000,000.00",-7.74,,69140094,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,311.81,-638.33,"-5,956.69",,"-32,812,629.92",,ArcelorMittal,-0.50,"4,003,878.44",,,,,1.15,0.87,,,0.00,"-25,000,000.00",,"500,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"159,373.00",ACTHG003,CDS,EUR,"-25,000,000.00",-13.49,,69140093,/1/11455/11457/11460/17097/17395
Repsol SA,,,,-31.37,13.98,910.59,,"7,038,122.84",,REPSOL SA,1.00,"-124,283.99",,,,,1.15,0.87,,,0.00,"6,000,000.00",,"60,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,420.00",ACTHG003,CDS,EUR,"6,000,000.00",-1.72,,69140306,/1/11455/11457/11460/17097/17395
Repsol SA,,,,51.91,-38.82,"-2,211.18",,"-11,782,808.51",,REPSOL SA,-1.00,"259,727.33",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,421.00",ACTHG003,CDS,EUR,"-10,000,000.00",-2.17,,69140307,/1/11455/11457/11460/17097/17395
Repsol SA,,,,-39.60,6.66,611.50,,"8,739,715.70",,REPSOL SA,1.00,"-97,435.24",,,,,1.15,0.87,,,0.00,"7,500,000.00",,"75,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,422.00",ACTHG003,CDS,EUR,"7,500,000.00",-1.05,,69140305,/1/11455/11457/11460/17097/17395
Fiat Chrysler Automobiles NV,,,,-552.44,132.65,"2,437.55",,"35,371,160.99",,FIAT FINANCE & TRADE,1.00,"-1,953,850.28",,,,,1.15,0.87,,,0.00,"29,000,000.00",,"290,000.00",Credit Default Swaps,Fiat Chrysler Automobiles NV,,,,,,,,,,,"159,869.00",ACTHG003,CDS,EUR,"29,000,000.00",-5.44,,69143052,/1/11455/11457/11460/17097/17395
Fiat Chrysler Automobiles NV,,,,399.52,-449.05,"-4,659.32",,"-25,952,993.65",,FIAT FINANCE & TRADE,-1.00,"2,906,085.30",,,,,1.15,0.87,,,0.00,"-20,000,000.00",,"200,000.00",Credit Default Swaps,Fiat Chrysler Automobiles NV,,,,,,,,,,,"159,870.00",ACTHG003,CDS,EUR,"-20,000,000.00",-12.20,,69143053,/1/11455/11457/11460/17097/17395
Repsol SA,,,,25.96,-19.41,"-1,105.59",,"-5,891,404.25",,REPSOL SA,-1.00,"129,863.66",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,872.00",ACTHG003,CDS,EUR,"-5,000,000.00",-2.17,,69143050,/1/11455/11457/11460/17097/17395
Repsol SA,,,,-39.60,6.66,611.50,,"8,739,715.70",,REPSOL SA,1.00,"-97,435.24",,,,,1.15,0.87,,,0.00,"7,500,000.00",,"75,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"159,874.00",ACTHG003,CDS,EUR,"7,500,000.00",-1.05,,69143051,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,-238.53,515.80,"4,774.06",,"26,274,442.83",,Anglo Amern plc,1.00,"-3,227,434.04",,,,,1.15,0.87,,,0.00,"20,000,000.00",,"200,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"160,609.00",ACTHG003,CDS,EUR,"20,000,000.00",-13.60,,69159587,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,-124.72,255.33,"2,382.68",,"13,125,051.97",,ArcelorMittal,1.00,"-1,601,551.38",,,,,1.15,0.87,,,0.00,"10,000,000.00",,"100,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"160,910.00",ACTHG003,CDS,EUR,"10,000,000.00",-13.49,,69161799,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,"1,425.07",-624.24,"-8,848.97",,"-50,582,970.86",,SFR Group SA,-1.00,"4,489,567.57",,,,,1.15,0.87,,,0.00,"-40,000,000.00",,"400,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"161,251.00",ACTHG003,CDS,EUR,"-40,000,000.00",-9.33,,69163789,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,"-2,043.40",258.62,"4,999.74",,"72,917,337.48",,SFR Group SA,1.00,"-3,778,156.56",,,,,1.15,0.87,,,0.00,"60,000,000.00",,"600,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"161,252.00",ACTHG003,CDS,EUR,"60,000,000.00",-5.06,,69163791,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,"1,068.06",-783.85,"-9,122.35",,"-51,354,240.02",,Ineos Gp Hldgs plc,-1.00,"5,260,595.73",,,,,1.15,0.87,,,0.00,"-40,000,000.00",,"400,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"161,253.00",ACTHG003,CDS,EUR,"-40,000,000.00",-11.01,,69163748,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,"-1,521.79",267.79,"5,024.93",,"73,070,670.41",,Ineos Gp Hldgs plc,1.00,"-3,931,441.57",,,,,1.15,0.87,,,0.00,"60,000,000.00",,"600,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"161,254.00",ACTHG003,CDS,EUR,"60,000,000.00",-5.28,,69163749,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,-760.90,133.90,"2,512.47",,"36,535,335.21",,Ineos Gp Hldgs plc,1.00,"-1,965,720.79",,,,,1.15,0.87,,,0.00,"30,000,000.00",,"300,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"161,255.00",ACTHG003,CDS,EUR,"30,000,000.00",-5.28,,69163806,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,-510.85,64.66,"1,249.93",,"18,229,334.37",,SFR Group SA,1.00,"-944,539.14",,,,,1.15,0.87,,,0.00,"15,000,000.00",,"150,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"161,256.00",ACTHG003,CDS,EUR,"15,000,000.00",-5.06,,69163802,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,534.03,-391.92,"-4,561.18",,"-25,677,120.01",,Ineos Gp Hldgs plc,-1.00,"2,630,297.87",,,,,1.15,0.87,,,0.00,"-20,000,000.00",,"200,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"161,257.00",ACTHG003,CDS,EUR,"-20,000,000.00",-11.01,,69163805,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,356.27,-156.06,"-2,212.24",,"-12,645,742.71",,SFR Group SA,-1.00,"1,122,391.89",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"161,258.00",ACTHG003,CDS,EUR,"-10,000,000.00",-9.33,,69163801,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,356.27,-156.06,"-2,212.24",,"-12,645,742.71",,SFR Group SA,-1.00,"1,122,391.89",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"161,683.00",ACTHG003,CDS,EUR,"-10,000,000.00",-9.33,,69269534,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,-510.85,64.66,"1,249.93",,"18,229,334.37",,SFR Group SA,1.00,"-944,539.14",,,,,1.15,0.87,,,0.00,"15,000,000.00",,"150,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"161,684.00",ACTHG003,CDS,EUR,"15,000,000.00",-5.06,,69269533,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,-124.72,255.33,"2,382.68",,"13,125,051.97",,ArcelorMittal,1.00,"-1,601,551.38",,,,,1.15,0.87,,,0.00,"10,000,000.00",,"100,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"162,883.00",ACTHG003,CDS,EUR,"10,000,000.00",-13.49,,69275435,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,-62.36,127.67,"1,191.34",,"6,562,525.98",,ArcelorMittal,1.00,"-800,775.69",,,,,1.15,0.87,,,0.00,"5,000,000.00",,"50,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"163,217.00",ACTHG003,CDS,EUR,"5,000,000.00",-13.49,,69278246,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,-124.72,255.33,"2,382.68",,"13,125,051.97",,ArcelorMittal,1.00,"-1,601,551.38",,,,,1.15,0.87,,,0.00,"10,000,000.00",,"100,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"163,514.00",ACTHG003,CDS,EUR,"10,000,000.00",-13.49,,69282174,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,596.32,"-1,289.50","-11,935.16",,"-65,686,107.06",,Anglo Amern plc,-1.00,"8,068,585.09",,,,,1.15,0.87,,,0.00,"-50,000,000.00",,"500,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"164,263.00",ACTHG003,CDS,EUR,"-50,000,000.00",-13.60,,69290021,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,-826.43,8.21,399.88,,"39,642,420.21",,Ineos Gp Hldgs plc,1.00,"-464,075.16",,,,,1.15,0.87,,,0.00,"34,000,000.00",,"340,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"164,929.00",ACTHG003,CDS,EUR,"34,000,000.00",-0.78,,69296117,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,400.52,-293.94,"-3,420.88",,"-19,257,840.01",,Ineos Gp Hldgs plc,-1.00,"1,972,723.40",,,,,1.15,0.87,,,0.00,"-15,000,000.00",,"150,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"164,930.00",ACTHG003,CDS,EUR,"-15,000,000.00",-11.01,,69296115,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,-301.83,3.90,188.44,,"18,659,090.88",,Ardagh Packaging Finance PLC,1.00,"-222,221.42",,,,,1.15,0.87,,,0.00,"16,000,000.00",,"160,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"166,485.00",ACTHG003,CDS,EUR,"16,000,000.00",-0.80,,69314386,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,143.43,-154.11,"-1,625.79",,"-9,069,646.50",,Ardagh Packaging Finance PLC,-1.00,"1,003,232.92",,,,,1.15,0.87,,,0.00,"-7,000,000.00",,"70,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"166,486.00",ACTHG003,CDS,EUR,"-7,000,000.00",-12.03,,69314388,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,534.03,-391.92,"-4,561.18",,"-25,677,120.01",,Ineos Gp Hldgs plc,-1.00,"2,630,297.87",,,,,1.15,0.87,,,0.00,"-20,000,000.00",,"200,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"166,487.00",ACTHG003,CDS,EUR,"-20,000,000.00",-11.01,,69314378,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,40.98,-44.03,-464.51,,"-2,591,327.57",,Ardagh Packaging Finance PLC,-1.00,"286,637.98",,,,,1.15,0.87,,,0.00,"-2,000,000.00",,"20,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"166,531.00",ACTHG003,CDS,EUR,"-2,000,000.00",-12.03,,69314554,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,-84.89,1.10,53.00,,"5,247,869.31",,Ardagh Packaging Finance PLC,1.00,"-62,499.77",,,,,1.15,0.87,,,0.00,"4,500,000.00",,"45,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"166,532.00",ACTHG003,CDS,EUR,"4,500,000.00",-0.80,,69314552,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,-786.26,138.36,"2,596.22",,"37,753,179.71",,Ineos Gp Hldgs plc,1.00,"-2,031,244.81",,,,,1.15,0.87,,,0.00,"31,000,000.00",,"310,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"166,874.00",ACTHG003,CDS,EUR,"31,000,000.00",-5.28,,69317570,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,"-1,055.76",133.62,"2,583.20",,"37,673,957.70",,SFR Group SA,1.00,"-1,952,047.55",,,,,1.15,0.87,,,0.00,"31,000,000.00",,"310,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"167,193.00",ACTHG003,CDS,EUR,"31,000,000.00",-5.06,,69320820,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,712.53,-312.12,"-4,424.49",,"-25,291,485.43",,SFR Group SA,-1.00,"2,244,783.79",,,,,1.15,0.87,,,0.00,"-20,000,000.00",,"200,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"167,194.00",ACTHG003,CDS,EUR,"-20,000,000.00",-9.33,,69320818,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,62.36,-127.67,"-1,191.34",,"-6,562,525.98",,ArcelorMittal,-1.00,"800,775.69",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"167,354.00",ACTHG003,CDS,EUR,"-5,000,000.00",-13.49,,69322407,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,62.36,-127.67,"-1,191.34",,"-6,562,525.98",,ArcelorMittal,-1.00,"800,775.69",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"167,568.00",ACTHG003,CDS,EUR,"-5,000,000.00",-13.49,,69324131,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,356.27,-156.06,"-2,212.24",,"-12,645,742.71",,SFR Group SA,-1.00,"1,122,391.89",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"168,041.00",ACTHG003,CDS,EUR,"-10,000,000.00",-9.33,,69328163,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,-510.85,64.66,"1,249.93",,"18,229,334.37",,SFR Group SA,1.00,"-944,539.14",,,,,1.15,0.87,,,0.00,"15,000,000.00",,"150,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"168,042.00",ACTHG003,CDS,EUR,"15,000,000.00",-5.06,,69328161,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,178.13,-78.03,"-1,106.12",,"-6,322,871.36",,SFR Group SA,-1.00,"561,195.95",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"169,458.00",ACTHG003,CDS,EUR,"-5,000,000.00",-9.33,,69342224,/1/11455/11457/11460/17097/17395
SFR Group SA,,,,-255.42,32.33,624.97,,"9,114,667.19",,SFR Group SA,1.00,"-472,269.57",,,,,1.15,0.87,,,0.00,"7,500,000.00",,"75,000.00",Credit Default Swaps,SFR Group SA,,,,,,,,,,,"169,459.00",ACTHG003,CDS,EUR,"7,500,000.00",-5.06,,69342226,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,758.92,"-1,212.81","-11,805.08",,"-65,322,428.97",,VIRGIN MEDIA FINANCE PLC,-1.00,"7,705,020.63",,,,,1.15,0.87,,,0.00,"-50,000,000.00",,"500,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"170,540.00",ACTHG003,CDS,EUR,"-50,000,000.00",-12.97,,69350050,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,"-1,172.77",372.07,"6,741.19",,"97,678,355.28",,VIRGIN MEDIA FINANCE PLC,1.00,"-5,492,638.47",,,,,1.15,0.87,,,0.00,"80,000,000.00",,"800,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"170,541.00",ACTHG003,CDS,EUR,"80,000,000.00",-5.56,,69350052,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,-952.87,302.31,"5,477.22",,"79,363,663.67",,VIRGIN MEDIA FINANCE PLC,1.00,"-4,462,768.75",,,,,1.15,0.87,,,0.00,"65,000,000.00",,"650,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"170,621.00",ACTHG003,CDS,EUR,"65,000,000.00",-5.56,,69351075,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,607.14,-970.25,"-9,444.06",,"-52,257,943.17",,VIRGIN MEDIA FINANCE PLC,-1.00,"6,164,016.51",,,,,1.15,0.87,,,0.00,"-40,000,000.00",,"400,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"170,622.00",ACTHG003,CDS,EUR,"-40,000,000.00",-12.97,,69351073,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,-351.83,111.62,"2,022.36",,"29,303,506.58",,VIRGIN MEDIA FINANCE PLC,1.00,"-1,647,791.54",,,,,1.15,0.87,,,0.00,"24,000,000.00",,"240,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"170,914.00",ACTHG003,CDS,EUR,"24,000,000.00",-5.56,,69353650,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,227.68,-363.84,"-3,541.52",,"-19,596,728.69",,VIRGIN MEDIA FINANCE PLC,-1.00,"2,311,506.19",,,,,1.15,0.87,,,0.00,"-15,000,000.00",,"150,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"170,915.00",ACTHG003,CDS,EUR,"-15,000,000.00",-12.97,,69353603,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,227.68,-363.84,"-3,541.52",,"-19,596,728.69",,VIRGIN MEDIA FINANCE PLC,-1.00,"2,311,506.19",,,,,1.15,0.87,,,0.00,"-15,000,000.00",,"150,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"171,230.00",ACTHG003,CDS,EUR,"-15,000,000.00",-12.97,,69356493,/1/11455/11457/11460/17097/17395
Virgin Media Finance PLC,,,,-351.83,111.62,"2,022.36",,"29,303,506.58",,VIRGIN MEDIA FINANCE PLC,1.00,"-1,647,791.54",,,,,1.15,0.87,,,0.00,"24,000,000.00",,"240,000.00",Credit Default Swaps,Virgin Media Finance PLC,,,,,,,,,,,"171,231.00",ACTHG003,CDS,EUR,"24,000,000.00",-5.56,,69356495,/1/11455/11457/11460/17097/17395
Premier Foods Finance PLC,,,,102.45,-110.08,"-1,161.28",,"-6,478,318.93",,Premier Foods Finance PLC,-1.00,"716,594.94",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,Premier Foods Finance PLC,,,,,,,,,,,"171,460.00",ACTHG003,CDS,EUR,"-5,000,000.00",-12.03,,69358275,/1/11455/11457/11460/17097/17395
Premier Foods Finance PLC,,,,-146.52,34.24,630.22,,"9,146,644.90",,Premier Foods Finance PLC,1.00,"-504,237.29",,,,,1.15,0.87,,,0.00,"7,500,000.00",,"75,000.00",Credit Default Swaps,Premier Foods Finance PLC,,,,,,,,,,,"171,461.00",ACTHG003,CDS,EUR,"7,500,000.00",-5.43,,69358277,/1/11455/11457/11460/17097/17395
Premier Foods Finance PLC,,,,-293.05,68.48,"1,260.45",,"18,293,289.80",,Premier Foods Finance PLC,1.00,"-1,008,474.58",,,,,1.15,0.87,,,0.00,"15,000,000.00",,"150,000.00",Credit Default Swaps,Premier Foods Finance PLC,,,,,,,,,,,"171,462.00",ACTHG003,CDS,EUR,"15,000,000.00",-5.43,,69358271,/1/11455/11457/11460/17097/17395
Premier Foods Finance PLC,,,,204.90,-220.16,"-2,322.55",,"-12,956,637.85",,Premier Foods Finance PLC,-1.00,"1,433,189.89",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,Premier Foods Finance PLC,,,,,,,,,,,"171,463.00",ACTHG003,CDS,EUR,"-10,000,000.00",-12.03,,69358273,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,267.01,-195.96,"-2,280.59",,"-12,838,560.01",,Ineos Gp Hldgs plc,-1.00,"1,315,148.93",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"171,676.00",ACTHG003,CDS,EUR,"-10,000,000.00",-11.01,,69359518,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,-405.81,71.41,"1,339.98",,"19,485,512.11",,Ineos Gp Hldgs plc,1.00,"-1,048,384.42",,,,,1.15,0.87,,,0.00,"16,000,000.00",,"160,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"171,677.00",ACTHG003,CDS,EUR,"16,000,000.00",-5.28,,69359521,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,267.01,-195.96,"-2,280.59",,"-12,838,560.01",,Ineos Gp Hldgs plc,-1.00,"1,315,148.93",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"172,133.00",ACTHG003,CDS,EUR,"-10,000,000.00",-11.01,,69364001,/1/11455/11457/11460/17097/17395
INEOS Group Holdings SA,,,,-405.81,71.41,"1,339.98",,"19,485,512.11",,Ineos Gp Hldgs plc,1.00,"-1,048,384.42",,,,,1.15,0.87,,,0.00,"16,000,000.00",,"160,000.00",Credit Default Swaps,INEOS Group Holdings SA,,,,,,,,,,,"172,134.00",ACTHG003,CDS,EUR,"16,000,000.00",-5.28,,69364003,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,204.90,-220.16,"-2,322.55",,"-12,956,637.85",,Ardagh Packaging Finance PLC,-1.00,"1,433,189.89",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"172,135.00",ACTHG003,CDS,EUR,"-10,000,000.00",-12.03,,69364017,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,-312.58,73.05,"1,344.48",,"19,512,842.45",,Ardagh Packaging Finance PLC,1.00,"-1,075,706.22",,,,,1.15,0.87,,,0.00,"16,000,000.00",,"160,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"172,136.00",ACTHG003,CDS,EUR,"16,000,000.00",-5.43,,69364019,/1/11455/11457/11460/17097/17395
Premier Foods Finance PLC,,,,-156.29,36.52,672.24,,"9,756,421.22",,Premier Foods Finance PLC,1.00,"-537,853.11",,,,,1.15,0.87,,,0.00,"8,000,000.00",,"80,000.00",Credit Default Swaps,Premier Foods Finance PLC,,,,,,,,,,,"172,269.00",ACTHG003,CDS,EUR,"8,000,000.00",-5.43,,69364704,/1/11455/11457/11460/17097/17395
Premier Foods Finance PLC,,,,102.45,-110.08,"-1,161.28",,"-6,478,318.93",,Premier Foods Finance PLC,-1.00,"716,594.94",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,Premier Foods Finance PLC,,,,,,,,,,,"172,270.00",ACTHG003,CDS,EUR,"-5,000,000.00",-12.03,,69364701,/1/11455/11457/11460/17097/17395
